feature,type,count,mean,std,min,25%,median,75%,max,skewness,kurtosis,num_missing,num_unique,normalization
edge_route_count,numeric,52251720,2.133575200969461,8.337450489620982,0.0,0.0,0.0,1.0,785.0,17.93116358617385,791.9354677193637,0,740,z-score
edge_route_count_log,numeric,52251720,0.5221514559164578,0.8365435853765272,0.0,0.0,0.0,0.6931471805599453,6.666956792429207,1.9481068533928259,3.9785311293556473,0,740,log
